Chemblid,Target,Class,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CHEMBL3350,Penicillin-binding protein 4,enzyme  protease  serine  se  s13,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,40,40,40,40,40,40,49,49,49,49,49,49,49,49
CHEMBL3351,Acetyl-CoA carboxylase 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,97,97,140,171,217,252,306,314,440,440,440
CHEMBL3351186,"Threonine--tRNA ligase, mitochondrial",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
CHEMBL3351187,Coagulation factor VII,enzyme  protease  serine  pas  s1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CHEMBL3351189,Sodium-dependent neutral amino acid transporter B(0)AT2,transporter  electrochemical  slc  slc06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39
CHEMBL3351190,Hepatocyte growth factor activator,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,70,70
CHEMBL3351191,Jak1 protein,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CHEMBL3351192,Bromodomain and WD repeat-containing protein 1,epigenetic regulator  reader  methyl-lysine  wdr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,8
CHEMBL3351193,Coagulation factor XIII B chain,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
CHEMBL3351194,Alkaline ceramidase 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
CHEMBL3351195,DNA (cytosine-5)-methyltransferase 1,epigenetic regulator  writer  dnmt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25
CHEMBL3351197,Tyrosine-protein phosphatase non-receptor type 18,enzyme  phosphatase  protein phosphatase  tyr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4
CHEMBL3351198,Protein phosphatase Slingshot homolog 2,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4
CHEMBL3351199,Protein phosphatase 1G,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4
CHEMBL3351200,Kinesin-like protein KIFC1,cytosolic other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,37
CHEMBL3351201,Uncharacterized protein CSNK1G2-AS1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CHEMBL3351204,Peptidase 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,44
CHEMBL3351205,Peptidase 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
CHEMBL3351207,DNA damage-inducible transcript 3 protein,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25
CHEMBL3351208,D-amino-acid oxidase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
CHEMBL3351209,D-aspartate oxidase 2,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
CHEMBL3351210,D-aspartate oxidase 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
CHEMBL3351211,D-aspartate oxidase 3,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
CHEMBL3351212,LanC-like protein 2,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEMBL3351213,Protein O-GlcNAcase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4
CHEMBL3351214,Eukaryotic translation initiation factor 4E-binding protein 1,nuclear other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
CHEMBL3351215,40S ribosomal protein S6,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
CHEMBL3351216,Neuromedin-U receptor 1,membrane receptor  7tm1  peptide  short peptide  neuromedin u receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
CHEMBL3351217,Neuromedin-U receptor 2,membrane receptor  7tm1  peptide  short peptide  neuromedin u receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
CHEMBL3351218,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,enzyme  hydrolase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25
CHEMBL3351219,Deoxyribonuclease-1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,73,73
CHEMBL3351220,Ribosomal protein S6 kinase alpha-2,enzyme  kinase  protein kinase  camk  rskb  rskb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54,54
CHEMBL3353,Glutamate racemase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
CHEMBL3354,Glutathionylspermidine synthase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
CHEMBL3356,Cytochrome P450 1A2,enzyme  cytochrome p450  cyp_1  cyp_1a  cyp_1a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16,25,90,90,90
CHEMBL3357,Interleukin-1 receptor-associated kinase 1,enzyme  kinase  protein kinase  tkl  irak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,5,80,87,263,284,312,321,321
CHEMBL3358,Monoamine oxidase A,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,31,31,46,124,149,209,247,373,440,462,533,674,743,846,851,851
CHEMBL3359,Formyl peptide receptor 1,membrane receptor  7tm1  peptide  n-formyl methionyl peptide receptor  n-formyl methionyl peptide receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,14,14,16,17,66,73,86,86,86
CHEMBL3360,Adenosine A3 receptor,membrane receptor  7tm1  smallmol  nucleotide-like receptor  adenosine receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,36,37,51,79,86,98,116,118,119,196,235,237,265,283,284,285,301,312,324,324,367,367
CHEMBL3361,Dopamine D4 receptor,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,11,30,30,30,32,33,48,53,105,105,150,150,167,167
CHEMBL3363,Protein-glutamine glutamyltransferase E,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,78,78,78,78
CHEMBL3365,Neuronal acetylcholine receptor protein alpha-7 subunit,ion channel  lgic  ach  chrn alpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,13,13,13,13,13,13
CHEMBL3368,Glucocorticoid receptor,transcription factor  nuclear receptor  nr3  nr3c  nr3c1,0,0,0,0,5,5,18,21,21,21,21,21,21,21,21,33,33,42,49,49,49,49,49,49,50,50,62,64,80,87,87,91,91,96,96,121,121,121,123,135,135,135
CHEMBL3369,Neprilysin,enzyme  protease  metallo  mae  m13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,24,24,24,24,24,35,35,35,35,35,35,36,38,38,38,39,39,39,39,39,39,39,39
CHEMBL3371,Serotonin 6 (5-HT6) receptor,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,41,41,68,109,518,567,733,835,1042,1375,1588,1862,2238,2519,2877,3008,3009
CHEMBL3372,Serotonin 6 (5-HT6) receptor,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,6,6,7,7,28,28,28,29,48,48
CHEMBL3373,Beta-2 adrenergic receptor,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
CHEMBL3374,Angiotensin II type 1a (AT-1a) receptor,membrane receptor  7tm1  peptide  short peptide  angiotensin receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,81,81,95,95,95,95,95,95,95,95,95,95,108,113,114,155,155,168,168,168,168,168,168
CHEMBL3378,Tumor necrosis factor receptor R1,membrane receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,10,10
CHEMBL3379,Cytochrome P450 4F2,enzyme  cytochrome p450  cyp_4  cyp_4f  cyp_4f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,7,7,7,7,7,7
CHEMBL338,Dopamine transporter,transporter  electrochemical  slc  slc06,4,4,7,19,19,19,19,19,19,19,19,19,24,24,24,24,38,51,71,135,156,196,234,274,328,377,443,443,544,702,788,941,1024,1083,1248,1325,1363,1389,1511,1536,1559,1559
CHEMBL3381,Small conductance calcium-activated potassium channel protein 3,ion channel  vgc  k  ca act k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,7,10,10,10,10,10
CHEMBL3382,Phosphodiesterase 4B,enzyme  phosphodiesterase  pde_4  pde_4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7
CHEMBL3383,Carboxylesterase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,13,29,32,32,42,42,42,42,42,79,79
CHEMBL3384,Protein kinase N1,enzyme  kinase  protein kinase  agc  pkn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38,118,120,126,147,152,163,163
CHEMBL3385,MAP kinase ERK1,enzyme  kinase  protein kinase  cmgc  mapk  erk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,6,61,66,271,333,339,341,419,428,675,708,798,864,864
CHEMBL3388,Ryanodine receptor 2,ion channel  lgic  ryr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
CHEMBL3389,Lactase-glycosylceramidase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,5,5,11,45,51,75,75,75,75,75
CHEMBL339,Dopamine D2 receptor,membrane receptor  7tm1  smallmol  monoamine receptor  dopamine receptor,0,0,0,0,0,0,0,0,0,0,0,21,42,104,197,248,324,421,464,510,527,589,682,736,760,760,772,790,922,1031,1034,1230,1327,1415,1487,1620,1693,1827,1931,2039,2053,2053
CHEMBL3390,cAMP-dependent protein kinase alpha-catalytic subunit,enzyme  kinase  protein kinase  agc  pka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20,20
CHEMBL3390822,Interleukin 17A,secreted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CHEMBL3391,Threonyl-tRNA synthetase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,27,27,27
CHEMBL3392,Thermolysin,enzyme  protease  metallo  mae  m4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,24,40,40,40,40,40,43,43,43,43,43,43,55,92,106,111,113,113,151,161,161
CHEMBL3392945,Alpha-mannosidase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,20
CHEMBL3392946,Adiponectin receptor protein 1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEMBL3392947,Adiponectin receptor protein 2,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEMBL3392948,Solute carrier family 40 member 1,transporter  electrochemical  slc  slc40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,56,56,56
CHEMBL3392949,Angiomotin,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
CHEMBL3392950,Histone chaperone ASF1A,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38
CHEMBL3394,Tubulin beta chain,structural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15
CHEMBL3395,Glutamate receptor ionotropic kainate 2,ion channel  lgic  glut  kainate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CHEMBL3396,DNA topoisomerase II beta,enzyme  isomerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,4,6,17,17,22,22,22
CHEMBL3396942,Cytochrome c,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
CHEMBL3396943,DNA-3-methyladenine glycosylase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10
CHEMBL3396944,N-glycosylase/DNA lyase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEMBL3397,Cytochrome P450 2C9,enzyme  cytochrome p450  cyp_2  cyp_2c  cyp_2c9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,91,105,159,159,159
CHEMBL3399,Sodium channel protein type II alpha subunit,ion channel  vgc  vg na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,19,19,19,19,19,20,21,26,26,31,32,38,40,40,40,40
CHEMBL3399910,Probable G-protein coupled receptor 88,membrane receptor  7tm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,77,77,214,214,219
CHEMBL3399911,Cystathionine beta-synthase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8
CHEMBL3399912,"StAR-related lipid transfer protein 7, mitochondrial",unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
CHEMBL3399913,Collagen type IV alpha-3-binding protein,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
CHEMBL3399914,AGAP002992-PA,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
CHEMBL340,Cytochrome P450 3A4,enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,16,18,108,125,368,368,368
CHEMBL3400,DNA topoisomerase II alpha,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4
CHEMBL3401,Pregnane X receptor,transcription factor  nuclear receptor  nr1  nr1i  nr1i2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,37,53,76,172,256,310,348,425,546,588,603,603
CHEMBL3402,Alkaline phosphatase placental-like,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14
CHEMBL3403,Butyrylcholinesterase,enzyme  hydrolase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,23,23,23,23,29,69,79,121,156,235,251,252,269,276,324,324,324,325
CHEMBL3406,C-C chemokine receptor type 3,membrane receptor  7tm1  peptide  chemokine receptor  cc chemokine receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,7,7,7,7,7,7,42,42,42
CHEMBL3407312,Krueppel-like factor 10,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
CHEMBL3407313,Krueppel-like factor 1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
CHEMBL3407314,LIM domain kinase 1,enzyme  kinase  protein kinase  tkl  lisk  limk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15
CHEMBL3407315,Formyl peptide receptor-related sequence 1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14
CHEMBL3407316,Ubiquitin carboxyl-terminal hydrolase isozyme L5,enzyme  protease  cysteine  ca  c12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
CHEMBL3407317,Ubl carboxyl-terminal hydrolase 18,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
CHEMBL3407318,Kynurenine 3-monooxygenase,enzyme  reductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12
CHEMBL3407319,Neurogenic locus notch homolog protein 3,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
CHEMBL3407320,Neurogenic locus notch homolog protein 2,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEMBL3407321,Neurogenic locus notch homolog protein 4,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEMBL3407322,Protein-arginine deiminase type-4,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
CHEMBL3407323,Ubiquitin carboxyl-terminal hydrolase 10,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEMBL3407324,Ubiquitin carboxyl-terminal hydrolase 13,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEMBL3407325,Growth/differentiation factor 8,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
CHEMBL3407326,Pantothenate kinase 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30
CHEMBL3407327,"Pantothenate kinase 2, mitochondrial",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEMBL3407328,Pantothenate kinase 3,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37
CHEMBL3409,Glutathione S-transferase A1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,17,17,17,29,29,41,41,41,41
CHEMBL341,GABA receptor alpha-2 subunit,ion channel  lgic  gabaa,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,23,23,23,23,23,23,23,23
CHEMBL3411,Prenyl protein specific protease,enzyme  protease  unknown  u-  u48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,20,20,20,20,20,20,20,78,78
CHEMBL3412,Matrix metalloproteinase 11,enzyme  protease  metallo  mam  m10a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
CHEMBL3414405,PH domain leucine-rich repeat-containing protein phosphatase 1,epigenetic regulator  reader  phd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
CHEMBL3414407,Apoptosis regulator BAX,ion channel  other  misc  bcl-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CHEMBL3414408,Arachidonate 5-lipoxygenase-activating protein,cytosolic other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
CHEMBL3414409,Macrophage-expressed gene 1 protein,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50
